cve,blocked,name,severity,cvss-score,cwe-id,tags
CVE-2022-31814,Not Blocked,pfSense pfBlockerNG <=2.1..4_26 - OS Command Injection,critical,9.8,None,"cve,cve2022,pfsense,pfblockerng,rce,oast"
CVE-2021-42071,Blocked,Visual Tools DVR VX16 4.2.28.0 - Unauthenticated OS Command Injection,critical,9.8,CWE-78,"edb,cve,cve2021,visualtools,rce,oast,injection"
CVE-2022-2487,Blocked,Wavlink WN535K2/WN535K3 - OS Command Injection,critical,9.8,CWE-78,"cve,cve2022,iot,wavlink,router,rce,oast"
CVE-2020-28871,Partial block (50.0%),Monitorr 1.7.6m - Unauthenticated Remote Code Execution,critical,9.8,CWE-434,"cve2020,monitorr,rce,oast,unauth,edb,cve,fileupload,intrusive"
CVE-2017-9506,Blocked,Atlassian Jira IconURIServlet - Cross-Site Scripting/Server-Side Request Forgery,medium,6.1,CWE-918,"cve,cve2017,atlassian,jira,ssrf,oast"
CVE-2022-24112,Partial block (50.0%),Apache APISIX - Remote Code Execution,critical,9.8,CWE-290,"cve,cve2022,apache,rce,apisix,oast,kev"
CVE-2021-32305,Blocked,Websvn <2.6.1 - Remote Code Execution,critical,9.8,CWE-78,"cve,cve2021,websvn,rce,oast,packetstorm"
CVE-2020-35713,Blocked,Belkin Linksys RE6500 <1.0.012.001 - Remote Command Execution,critical,9.8,CWE-78,"cve,cve2020,linksys,rce,oast,router"
CVE-2019-2616,Blocked,Oracle Business Intelligence/XML Publisher - XML External Entity Injection,high,7.2,None,"cve,cve2019,oracle,xxe,oast,kev,edb"
CVE-2019-3929,Blocked,Barco/AWIND OEM Presentation Platform - Remote Command Injection,critical,9.8,CWE-78,"tenable,cve,cve2019,oast,injection,kev,edb,rce,packetstorm"
CVE-2022-22965,Blocked,Spring - Remote Code Execution,critical,9.8,CWE-94,"cve,cve2022,rce,spring,injection,oast,intrusive,kev"
CVE-2021-33357,Blocked,RaspAP <=2.6.5 - Remote Command Injection,critical,9.8,CWE-78,"cve,cve2021,rce,raspap,oast"
CVE-2019-8451,Blocked,JIRA SSRF in the /plugins/servlet/gadgets/makeRequest resource,medium,6.5,CWE-918,"atlassian,jira,ssrf,oast,tenable,hackerone,cve,cve2019"
CVE-2022-2486,Blocked,Wavlink WN535K2/WN535K3 - OS Command Injection,critical,9.8,CWE-78,"cve,cve2022,iot,wavlink,router,rce,oast"
CVE-2022-45362,Not Blocked,Paytm Payment Gateway Plugin <= 2.7.0 Server Side Request Forgery (SSRF),high,7.2,None,"cve,cve2022,ssrf,wordpress,wp-plugin,wp,paytm-payments,unauth,oast,paytm"
CVE-2020-26919,Blocked,NETGEAR ProSAFE Plus - Unauthenticated Remote Code Execution,critical,9.8,None,"cve,cve2020,netgear,rce,oast,router,unauth,kev"
CVE-2021-25297,Not Blocked,Nagios XI versions 5.5.6 to 5.7.5 - Command Injection,high,8.8,CWE-78,"rce,oast,authenticated,msf,cve,cve2021,nagiosxi,kev"
CVE-2021-1497,Blocked,Cisco HyperFlex HX Data Platform - Remote Command Execution,critical,9.8,CWE-78,"cisco,rce,oast,kev,packetstorm,cve,cve2021"
CVE-2021-3577,Blocked,Motorola Baby Monitors - Remote Command Execution,high,8.8,CWE-863,"cve,cve2021,rce,oast,motorola,iot"
CVE-2020-5775,Blocked,Canvas LMS Unauthenticated Blind SSRF,medium,5.8,CWE-918,"cve,cve2020,ssrf,oast,blind,tenable"
CVE-2021-32819,Blocked,Nodejs Squirrelly - Remote Code Execution,high,8.8,None,"cve,cve2021,nodejs,rce,oast"
CVE-2021-27931,Blocked,LumisXP <10.0.0 - Blind XML External Entity Attack,critical,9.1,CWE-611,"cve,cve2021,lumis,xxe,oast,blind"
CVE-2014-4210,Blocked,Oracle Weblogic - SSRF in SearchPublicRegistries.jsp,medium,None,None,"cve,cve2014,weblogic,oracle,ssrf,oast"
CVE-2021-25296,Not Blocked,Nagios XI versions 5.5.6 to 5.7.5 - Command Injection,high,8.8,CWE-78,"rce,oast,authenticated,msf,cve,cve2021,nagiosxi,kev"
CVE-2022-34753,Blocked,SpaceLogic C-Bus Home Controller - Remote Code Execution,high,8.8,CWE-78,"cve,cve2022,iot,spacelogic,rce,oast,packetstorm"
CVE-2018-15517,Not Blocked,D-Link Central WifiManager - Server-Side Request Forgery,high,8.6,CWE-918,"seclists,packetstorm,cve,cve2018,dlink,ssrf,oast"
CVE-2021-21287,Not Blocked,MinIO Browser API - Server-Side Request Forgery,high,7.7,CWE-918,"cve,cve2021,minio,ssrf,oast"
CVE-2022-26134,Blocked,Confluence - Remote Code Execution,critical,9.8,CWE-74,"cve,cve2022,confluence,rce,ognl,oast,kev"
CVE-2019-2767,Blocked,Oracle Business Intelligence Publisher - XML External Entity Injection,high,7.2,None,"edb,cve,cve2019,oracle,xxe,oast"
CVE-2020-13117,Blocked,Wavlink Multiple AP - Remote Command Injection,critical,9.8,CWE-77,"cve,cve2020,wavlink,rce,oast,router"
CVE-2021-21973,Not Blocked,VMware vCenter Unauthenticated SSRF,medium,5.3,CWE-918,"cve,cve2021,vmware,ssrf,vcenter,oast,kev"
CVE-2017-18638,Blocked,Graphite <=1.1.5 - Server-Side Request Forgery,high,7.5,CWE-918,"cve,cve2017,graphite,ssrf,oast"
CVE-2021-44228,Blocked,Apache Log4j2 Remote Code Injection,critical,10,CWE-502,"cve,cve2021,rce,oast,log4j,injection,kev"
CVE-2022-22947,Blocked,Spring Cloud Gateway Code Injection,critical,10,CWE-94,"cve,cve2022,apache,spring,vmware,actuator,oast,kev"
CVE-2021-1498,Blocked,Cisco HyperFlex HX Data Platform - Remote Command Execution,critical,9.8,CWE-78,"kev,packetstorm,cve,cve2021,cisco,rce,oast,mirai"
CVE-2018-16167,Blocked,LogonTracer <=1.2.0 - Remote Command Injection,critical,9.8,CWE-78,"rce,oast,edb,cve,cve2018,logontracer"
CVE-2022-22972,Partial block (50.0%),VMware Workspace ONE Access/Identity Manager/vRealize Automation - Authentication Bypass,critical,9.8,CWE-287,"cve,cve2022,vmware,auth-bypass,oast"
CVE-2020-24589,Blocked,WSO2 API Manager <=3.1.0 - Blind XML External Entity Injection,critical,9.1,None,"cve,cve2020,wso2,xxe,oast,blind"
CVE-2023-28343,Blocked,Altenergy Power Control Software - Command Injection,critical,9.8,CWE-78,"cve,cve2023,oast,altenergy,iot"
CVE-2021-45046,Blocked,Apache Log4j2 - Remote Code Injection,critical,9,CWE-502,"cve,cve2021,rce,oast,log4j,injection"
CVE-2022-21587,Partial block (66.66666666666666%),Oracle EBS Unauthenticated - Remote Code Execution,critical,9.8,None,"cve,cve2022,rce,oast,intrusive,oracle,ebs,unauth,kev"
CVE-2022-2488,Blocked,Wavlink WN535K2/WN535K3 - OS Command Injection,critical,9.8,CWE-78,"cve,cve2022,iot,wavlink,router,rce,oast"
CVE-2019-18394,Blocked,Ignite Realtime Openfire <=4.4.2 - Server-Side Request Forgery,critical,9.8,CWE-918,"cve,cve2019,ssrf,openfire,oast"
CVE-2017-14135,Blocked,OpenDreambox 2.0.0 - Remote Code Execution,critical,9.8,CWE-78,"cve2017,dreambox,rce,oast,edb,cve"
CVE-2021-36380,Blocked,Sunhillo SureLine <8.7.0.1.1 - Unauthenticated OS Command Injection,critical,9.8,CWE-78,"cve,cve2021,sureline,rce,oast"
CVE-2020-14882,Blocked,Oracle Weblogic Server - Remote Command Execution,critical,9.8,None,"cve,cve2020,oracle,rce,weblogic,oast,kev"
CVE-2021-29490,Blocked,Jellyfin 10.7.2 - Server Side Request Forgery,medium,5.8,CWE-918,"cve,cve2021,ssrf,jellyfin,oast"
CVE-2020-8813,Not Blocked,Cacti v1.2.8 - Remote Code Execution,high,8.8,CWE-78,"cve,cve2020,cacti,rce,oast"
CVE-2019-17558,Not Blocked,Apache Solr <=8.3.1 - Remote Code Execution,high,7.5,CWE-74,"cve,cve2019,apache,rce,solr,oast,kev"
CVE-2018-10562,Blocked,Dasan GPON Devices - Remote Code Execution,critical,9.8,CWE-78,"cve,cve2018,dasan,gpon,rce,oast,kev"
CVE-2020-25506,Blocked,D-Link DNS-320 - Unauthenticated Remote Code Execution,critical,9.8,CWE-78,"cve,cve2020,dlink,rce,oast,mirai,unauth,router,kev"
CVE-2018-1000600,Blocked,Jenkins GitHub Plugin <=1.29.1 - Server-Side Request Forgery,high,8.8,CWE-200,"cve,cve2018,jenkins,ssrf,oast,github"
CVE-2021-31755,Blocked,Tenda Router AC11 - Remote Command Injection,critical,9.8,CWE-787,"cve,cve2021,tenda,rce,oast,router,mirai,kev"
CVE-2019-20224,Partial block (50.0%),Pandora FMS 7.0NG - Remote Command Injection,high,8.8,CWE-78,"pandorafms,rce,cve,cve2019,authenticated,oast"
CVE-2020-7796,Blocked,Zimbra Collaboration Suite < 8.8.15 Patch 7 - Server-Side Request Forgery,critical,9.8,CWE-918,"cve,cve2020,zimbra,ssrf,oast"
CVE-2017-3506,Blocked,Oracle Fusion Middleware Weblogic Server - Remote OS Command Execution,high,7.4,None,"rce,oast,hackerone,cve,cve2017,weblogic,oracle"
CVE-2020-10770,Blocked,Keycloak <= 12.0.1 - request_uri Blind Server-Side Request Forgery (SSRF),medium,5.3,CWE-918,"keycloak,ssrf,oast,cve,cve2020,blind,packetstorm,edb"
CVE-2015-8813,Blocked,Umbraco <7.4.0- Server-Side Request Forgery,high,8.2,CWE-918,"cve,cve2015,ssrf,oast,umbraco"
CVE-2018-10818,Blocked,LG NAS Devices - Remote Code Execution,critical,None,None,"cve,cve2018,lg-nas,rce,oast,injection"
CVE-2020-17456,Blocked,SEOWON INTECH SLC-130 & SLR-120S - Unauthenticated Remote Code Execution,critical,9.8,CWE-78,"seowon,cve2020,oast,packetstorm,rce,router,unauth,iot,cve"
CVE-2021-25298,Not Blocked,Nagios XI 5.5.6 to 5.7.5 - Command Injection,high,8.8,CWE-78,"oast,authenticated,msf,cve,cve2021,nagiosxi,rce,kev"
CVE-2021-24472,Blocked,Onair2 < 3.9.9.2 & KenthaRadio < 2.0.2 - Remote File Inclusion/Server-Side Request Forgery,critical,9.8,CWE-918,"wordpress,lfi,ssrf,oast,wpscan,cve,cve2021"
CVE-2020-28188,Blocked,TerraMaster TOS - Unauthenticated Remote Command Execution,critical,9.8,CWE-78,"cve,cve2020,terramaster,rce,oast,mirai,unauth"
CVE-2021-42237,Blocked,Sitecore Experience Platform Pre-Auth RCE,critical,9.8,CWE-502,"cve,cve2021,rce,sitecore,deserialization,oast,kev"
CVE-2021-26855,Not Blocked,Microsoft Exchange Server SSRF Vulnerability,critical,9.8,None,"cve,cve2021,ssrf,rce,exchange,oast,microsoft,kev"
CVE-2022-1815,Not Blocked,Drawio < 18.1.2 - Server Side Request Forgery,high,7.5,CWE-918,"huntr,cve,cve2022,drawio,ssrf,oast,oss,jgraph"
