cve,blocked,name,severity,cvss-score,cwe-id,tags
CVE-2016-10960,Blocked,WordPress wSecure Lite < 2.4 - Remote Code Execution,high,8.8,CWE-20,"cve,cve2016,wordpress,wp-plugin,rce"
CVE-2017-11610,Blocked,XML-RPC Server - Remote Code Execution,high,8.8,CWE-276,"oast,xmlrpc,msf,cve,cve2017,rce,supervisor"
CVE-2022-23881,Blocked,ZZZCMS zzzphp 2.1.0 - Remote Code Execution,critical,9.8,CWE-77,"cve,cve2022,rce,zzzphp,zzzcms"
CVE-2021-33544,Blocked,Geutebruck - Remote Command Injection,high,7.2,CWE-77,"cve,cve2021,geutebruck,rce,oast"
CVE-2022-2486,Blocked,Wavlink WN535K2/WN535K3 - OS Command Injection,critical,9.8,CWE-78,"cve,cve2022,iot,wavlink,router,rce,oast"
CVE-2022-29078,Blocked,Node.js Embedded JavaScript 3.1.6 - Template Injection,critical,9.8,CWE-1336,"cve,cve2022,ssti,rce,ejs,nodejs,oast"
CVE-2020-28871,Partial block (50.0%),Monitorr 1.7.6m - Unauthenticated Remote Code Execution,critical,9.8,CWE-434,"cve2020,monitorr,rce,oast,unauth,edb,cve,fileupload,intrusive"
CVE-2021-41773,Blocked,Apache 2.4.49 - Path Traversal and Remote Code Execution,high,7.5,CWE-22,"cve,cve2021,lfi,rce,apache,misconfig,traversal,kev"
CVE-2022-25082,Partial block (50.0%),TOTOLink - Unauthenticated Command Injection,critical,9.8,CWE-77,"totolink,cve,cve2022,router,unauth,rce,iot"
CVE-2021-34473,Blocked,Exchange Server - Remote Code Execution,critical,9.8,None,"cve,cve2021,ssrf,rce,exchange,kev"
CVE-2020-8644,Not Blocked,playSMS <1.4.3 - Remote Code Execution,critical,9.8,CWE-74,"cve,cve2020,ssti,playsms,rce,unauth,kev"
CVE-2021-36260,Partial block (50.0%),Hikvision IP camera/NVR - Remote Command Execution,critical,9.8,"CWE-77,CWE-20","cve,cve2021,hikvision,rce,iot,intrusive,kev"
CVE-2020-35489,Not Blocked,WordPress Contact Form 7 - Unrestricted File Upload,critical,10,CWE-434,"cve,cve2020,wordpress,wp-plugin,rce,fileupload,intrusive"
CVE-2022-26134,Blocked,Confluence - Remote Code Execution,critical,9.8,CWE-74,"cve,cve2022,confluence,rce,ognl,oast,kev"
CVE-2022-2467,Blocked,Garage Management System 1.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,sourcecodester,garagemanagementsystem,sqli"
CVE-2021-40539,Partial block (25.0%),Zoho ManageEngine ADSelfService Plus v6113 - Unauthenticated Remote Command Execution,critical,9.8,CWE-287,"cve,cve2021,rce,ad,intrusive,manageengine,kev"
CVE-2020-24391,Partial block (33.33333333333333%),Mongo-Express - Remote Code Execution,critical,9.8,None,"cve,cve2020,mongo,express,rce,intrusive"
CVE-2009-0545,Blocked,ZeroShell <= 1.0beta11 Remote Code Execution,critical,None,None,"edb,cve,cve2009,zeroshell,kerbynet,rce"
CVE-2021-31755,Blocked,Tenda Router AC11 - Remote Command Injection,critical,9.8,CWE-787,"cve,cve2021,tenda,rce,oast,router,mirai,kev"
CVE-2022-39952,Not Blocked,FortiNAC Unauthenticated Arbitrary File Write,critical,9.8,CWE-610,"fortinet,fortinac,cve,cve2022,fileupload,rce,intrusive"
CVE-2020-25213,Blocked,WordPress File Manager Plugin - Remote Code Execution,critical,9.8,CWE-434,"cve,cve2020,wordpress,rce,kev,fileupload,intrusive"
CVE-2019-7256,Partial block (50.0%),eMerge E3 1.00-06 - Remote Code Execution,critical,10,CWE-78,"cve,cve2019,emerge,rce,edb"
CVE-2021-27561,Blocked,YeaLink DM 3.6.0.20 - Remote Command Injection,critical,9.8,CWE-77,"cve,cve2021,rce,yealink,mirai,kev"
CVE-2020-13117,Blocked,Wavlink Multiple AP - Remote Command Injection,critical,9.8,CWE-77,"cve,cve2020,wavlink,rce,oast,router"
CVE-2021-44515,Not Blocked,Zoho ManageEngine Desktop Central - Remote Code Execution,critical,9.8,CWE-287,"cve,cve2021,zoho,rce,manageengine,kev"
CVE-2020-8813,Not Blocked,Cacti v1.2.8 - Remote Code Execution,high,8.8,CWE-78,"cve,cve2020,cacti,rce,oast"
CVE-2021-25646,Blocked,Apache Druid - Remote Code Execution,high,8.8,CWE-732,"cve,cve2021,apache,rce,druid"
CVE-2020-25223,Blocked,Sophos UTM Preauth - Remote Code Execution,critical,9.8,None,"cve,cve2020,sophos,rce,oast,unauth,kev"
CVE-2014-3120,Blocked,ElasticSearch v1.1.1/1.2 RCE,critical,None,None,"rce,elasticsearch,kev,vulhub,cve,cve2014,elastic"
CVE-2021-24370,Not Blocked,WordPress Fancy Product Designer <4.6.9  - Arbitrary File Upload,critical,9.8,"CWE-434,CWE-434","wordpress,wp,seclists,cve,wpscan,cve2021,rce,wp-plugin,fancyproduct"
CVE-2021-43421,Not Blocked,Studio-42 elFinder <2.1.60 - Arbitrary File Upload,critical,9.8,CWE-434,"cve,cve2021,elfinder,upload,rce,intrusive"
CVE-2021-35587,Not Blocked,Oracle Access Manager - Remote Code Execution,critical,9.8,CWE-502,"cve,cve2021,oam,rce,java,unauth,oracle,kev"
CVE-2018-1000861,Blocked,Jenkins - Remote Command Injection,critical,9.8,CWE-502,"kev,vulhub,cve,cve2018,rce,jenkins"
CVE-2012-0392,Blocked,Apache Struts2 S2-008 RCE,critical,None,None,"cve2012,apache,rce,struts,java,edb,cve"
CVE-2022-26352,Not Blocked,DotCMS - Arbitrary File Upload,critical,9.8,"CWE-22,CWE-434","packetstorm,cve,cve2022,rce,dotcms,kev,fileupload,intrusive"
CVE-2020-8163,Blocked,Ruby on Rails <5.0.1 - Remote Code Execution,high,8.8,CWE-94,"cve,cve2020,rails,rce,hackerone"
CVE-2021-45046,Blocked,Apache Log4j2 - Remote Code Injection,critical,9,CWE-502,"cve,cve2021,rce,oast,log4j,injection"
CVE-2021-33357,Blocked,RaspAP <=2.6.5 - Remote Command Injection,critical,9.8,CWE-78,"cve,cve2021,rce,raspap,oast"
CVE-2018-10093,Blocked,AudioCode 420HD - Remote Code Execution,high,8.8,CWE-862,"cve,cve2018,rce,iot,audiocode,edb,seclists"
CVE-2021-21479,Blocked,SCIMono <0.0.19 - Remote Code Execution,critical,9.1,CWE-74,"cve,cve2021,scimono,rce"
CVE-2018-7700,Blocked,DedeCMS 5.7SP2 - Cross-Site Request Forgery/Remote Code Execution,high,8.8,CWE-352,"cve,cve2018,dedecms,rce"
CVE-2016-3081,Blocked,Apache S2-032 Struts - Remote Code Execution,high,8.1,CWE-77,"cve,cve2016,struts,rce,apache"
CVE-2021-44077,Not Blocked,Zoho ManageEngine ServiceDesk Plus - Remote Code Execution,critical,9.8,CWE-287,"rce,kev,msf,cve,cve2021,zoho,manageengine"
CVE-2018-1000533,Not Blocked,GitList < 0.6.0 Remote Code Execution,critical,9.8,CWE-20,"git,cve,cve2018,gitlist,vulhub,rce"
CVE-2019-16278,Blocked,nostromo 1.9.6 - Remote Code Execution,critical,9.8,CWE-22,"edb,cve,cve2019,rce,packetstorm"
CVE-2020-17496,Blocked,vBulletin 5.5.4 - 5.6.2- Remote Command Execution,critical,9.8,CWE-74,"vbulletin,rce,kev,tenable,seclists,cve,cve2020"
CVE-2017-6090,Partial block (50.0%),PhpColl 2.5.1 Arbitrary File Upload,high,8.8,CWE-434,"cve2017,phpcollab,rce,fileupload,edb,cve,intrusive"
CVE-2017-9791,Blocked,Apache Struts2 S2-053 - Remote Code Execution,critical,9.8,CWE-20,"cve,cve2017,apache,rce,struts,kev"
CVE-2019-10068,Blocked,Kentico CMS Insecure Deserialization Remote Code Execution,critical,9.8,CWE-502,"cve2019,kentico,iis,packetstorm,cve,rce,deserialization,kev,msf"
CVE-2018-10818,Blocked,LG NAS Devices - Remote Code Execution,critical,None,None,"cve,cve2018,lg-nas,rce,oast,injection"
CVE-2021-42013,Not Blocked,Apache 2.4.49/2.4.50 - Path Traversal and Remote Code Execution,critical,9.8,CWE-22,"cve,cve2021,lfi,apache,rce,misconfig,traversal,kev"
CVE-2018-11776,Blocked,Apache Struts2 S2-057 - Remote Code Execution,high,8.1,CWE-20,"cve,cve2018,apache,rce,struts,kev"
CVE-2007-4556,Blocked,OpenSymphony XWork/Apache Struts2 - Remote Code Execution,critical,None,None,"cve,cve2007,apache,rce,struts"
CVE-2016-4977,Blocked,Spring Security OAuth2 Remote Command Execution,high,8.8,CWE-19,"oauth2,oauth,rce,ssti,vulhub,cve,cve2016,spring"
CVE-2018-16763,Blocked,FUEL CMS 1.4.1 - Remote Code Execution,critical,9.8,CWE-74,"cve,cve2018,fuelcms,rce,edb"
CVE-2020-5902,Blocked,F5 BIG-IP TMUI - Remote Code Execution,critical,9.8,"CWE-22,CWE-829","cve2020,bigip,rce,kev,packetstorm,cve"
CVE-2014-4558,Blocked,WooCommerce Swipe <= 2.7.1 - Cross-Site Scripting,medium,6.1,CWE-79,"wpscan,cve,cve2014,wordpress,wp-plugin,xss,woocommerce,unauth"
CVE-2021-1472,Blocked,Cisco Small Business RV Series - OS Command Injection,critical,9.8,CWE-287,"auth-bypass,injection,packetstorm,cve,cve2021,cisco,rce,intrusive"
CVE-2019-15107,Blocked,Webmin <= 1.920 - Unauthenticated Remote Command Execution,critical,9.8,CWE-78,"cve,cve2019,webmin,rce,kev,edb"
CVE-2013-1965,Blocked,Apache Struts2 S2-012 RCE,critical,None,None,"cve,cve2013,apache,rce,struts,ognl"
CVE-2021-32172,Not Blocked,Maian Cart <=3.8 - Remote Code Execution,critical,9.8,CWE-862,"cve,cve2021,rce,unauth,maian"
CVE-2021-26295,Not Blocked,Apache OFBiz <17.12.06 - Arbitrary Code Execution,critical,9.8,CWE-502,"packetstorm,cve,cve2021,apache,ofbiz,deserialization,rce"
CVE-2022-1057,Blocked,WordPress Pricing Deals for WooCommerce <=2.0.2.02 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,sqli,wpscan,wordpress,wp-plugin,wp,pricing-deals-for-woocommerce,unauth"
CVE-2019-1821,Not Blocked,Cisco Prime Infrastructure and Cisco Evolved Programmable Network Manager - Remote Code Execution,critical,9.8,CWE-20,"cve,cve2019,rce,fileupload,unauth,intrusive,cisco"
CVE-2020-5847,Blocked,UnRaid <=6.80 - Remote Code Execution,critical,9.8,"CWE-94,CWE-668","cve,cve2020,rce,kev"
CVE-2019-3396,Blocked,Atlassian Confluence Server - Path Traversal,critical,9.8,CWE-22,"cve,cve2019,atlassian,confluence,lfi,rce,kev,packetstorm"
CVE-2022-24288,Not Blocked,Apache Airflow OS Command Injection,high,8.8,CWE-78,"cve,cve2022,airflow,rce"
CVE-2010-1870,Not Blocked,ListSERV Maestro <= 9.0-8 RCE,info,5,CWE-917,"packetstorm,edb,cve,cve2010,rce,listserv,ognl"
CVE-2020-35476,Blocked,OpenTSDB <=2.4.0 - Remote Code Execution,critical,9.8,CWE-78,"cve,cve2020,opentsdb,rce,packetstorm"
CVE-2019-2725,Not Blocked,Oracle WebLogic Server - Remote Command Execution,critical,9.8,CWE-74,"kev,edb,cve,cve2019,oracle,weblogic,rce"
CVE-2022-28219,Blocked,Zoho ManageEngine ADAudit Plus <7600 - XML Entity Injection/Remote Code Execution,critical,9.8,CWE-611,"cve,cve2022,xxe,rce,zoho,manageengine,unauth"
CVE-2017-3506,Blocked,Oracle Fusion Middleware Weblogic Server - Remote OS Command Execution,high,7.4,None,"rce,oast,hackerone,cve,cve2017,weblogic,oracle"
CVE-2022-22963,Blocked,Spring Cloud - Remote Code Execution,critical,9.8,CWE-94,"vulhub,cve,cve2022,springcloud,rce,kev"
CVE-2021-46422,Blocked,SDT-CW3B1 1.1.0 - OS Command Injection,critical,9.8,CWE-78,"cve,cve2021,telesquare,rce,router,injection,edb"
CVE-2021-21389,Blocked,BuddyPress REST API  <7.2.1 - Privilege Escalation/Remote Code Execution,high,8.8,CWE-863,"cve,cve2021,wordpress,wp-plugin,rce,wp,buddypress"
CVE-2019-16662,Blocked,rConfig 3.9.2 - Remote Code Execution,critical,9.8,CWE-78,"cve,cve2019,rce,intrusive,rconfig"
CVE-2020-0618,Not Blocked,Microsoft SQL Server Reporting Services - Remote Code Execution,high,8.8,CWE-502,"cve2020,rce,packetstorm,cve"
CVE-2022-0412,Blocked,WordPress TI WooCommerce Wishlist <1.40.1 - SQL Injection,critical,9.8,CWE-89,"sqli,ti-woocommerce-wishlist,wpscan,cve,cve2022,woocommerce,wordpress,wp-plugin,wp"
CVE-2020-28188,Blocked,TerraMaster TOS - Unauthenticated Remote Command Execution,critical,9.8,CWE-78,"cve,cve2020,terramaster,rce,oast,mirai,unauth"
CVE-2019-7609,Blocked,Kibana Timelion - Arbitrary Code Execution,critical,10,CWE-94,"cve,cve2019,kibana,rce,kev"
CVE-2020-8515,Blocked,DrayTek - Remote Code Execution,critical,9.8,CWE-78,"cve,cve2020,rce,kev"
CVE-2020-11546,Blocked,SuperWebmailer 7.21.0.01526 - Remote Code Execution,critical,9.8,CWE-94,"cve,cve2020,rce,superwebmailer"
CVE-2014-1203,Blocked,Eyou E-Mail <3.6 - Remote Code Execution,critical,9.8,CWE-77,"seclists,rce,eyou"
CVE-2022-47966,Blocked,ManageEngine - Remote Command Execution,critical,9.8,None,"cve,cve2022,rce,zoho,manageengine,oast,kev"
CVE-2021-38647,Blocked,Microsoft Open Management Infrastructure - Remote Code Execution,critical,9.8,None,"cve,cve2021,rce,omi,microsoft,kev"
CVE-2020-17456,Blocked,SEOWON INTECH SLC-130 & SLR-120S - Unauthenticated Remote Code Execution,critical,9.8,CWE-78,"seowon,cve2020,oast,packetstorm,rce,router,unauth,iot,cve"
CVE-2022-31126,Blocked,Roxy-WI <6.1.1.0 - Remote Code Execution,critical,9.8,CWE-74,"cve,cve2022,rce,unauth,roxy,packetstorm"
CVE-2021-25003,Not Blocked,WPCargo < 6.9.0 - Unauthenticated Remote Code Execution,critical,9.8,CWE-434,"rce,wpcargo,unauth,cve,cve2021,wordpress,wp,wp-plugin,wpscan"
CVE-2020-21224,Blocked,Inspur ClusterEngine 4.0 - Remote Code Execution,critical,9.8,CWE-88,"cve,cve2020,clusterengine,rce"
CVE-2020-17530,Blocked,Apache Struts 2.0.0-2.5.25 - Remote Code Execution,critical,9.8,CWE-917,"cve,cve2020,apache,rce,struts,kev,packetstorm"
CVE-2015-3224,Not Blocked,Ruby on Rails Web Console - Remote Code Execution,critical,None,None,"ruby,hackerone,cve,cve2015,rce,rails"
CVE-2020-19625,Blocked,Gridx 1.3 - Remote Code Execution,critical,9.8,None,"cve,cve2020,gridx,rce"
CVE-2022-2314,Not Blocked,VR Calendar < 2.3.2 - Unauthenticated Arbitrary Function Call,critical,9.8,None,"rce,unauth,wpscan,cve,cve2022,wp,vr-calendar-sync,wordpress,wp-plugin"
CVE-2017-1000486,Blocked,Primetek Primefaces 5.x - Remote Code Execution,critical,9.8,CWE-326,"cve,cve2017,primetek,rce,injection,kev"
CVE-2021-42237,Blocked,Sitecore Experience Platform Pre-Auth RCE,critical,9.8,CWE-502,"cve,cve2021,rce,sitecore,deserialization,oast,kev"
CVE-2015-1427,Blocked,ElasticSearch - Remote Code Execution,critical,None,None,"cve,cve2015,elastic,rce,elasticsearch,kev"
CVE-2020-12800,Partial block (50.0%),WordPress Contact Form 7 <1.3.3.3 - Remote Code Execution,critical,9.8,CWE-434,"wordpress,wp-plugin,fileupload,wp,rce,packetstorm,cve,cve2020,intrusive"
CVE-2020-35729,Blocked,Klog Server <=2.41 - Unauthenticated Command Injection,critical,9.8,CWE-78,"cve,cve2020,klog,rce"
CVE-2021-38540,Not Blocked,Apache Airflow - Unauthenticated Variable Import,critical,9.8,CWE-306,"cve,cve2021,apache,airflow,rce"
CVE-2019-0193,Not Blocked,Apache Solr DataImportHandler <8.2.0 - Remote Code Execution,high,7.2,CWE-94,"cve2019,apache,rce,solr,oast,kev,vulhub,cve"
CVE-2017-15944,Blocked,Palo Alto Network PAN-OS - Remote Code Execution,critical,9.8,None,"kev,edb,cve,cve2017,rce,vpn,panos,globalprotect"
CVE-2022-25369,Blocked,Dynamicweb 9.5.0 - 9.12.7 Unauthenticated Admin User Creation,critical,9.8,CWE-425,"cve,cve2022,dynamicweb,rce,unauth"
CVE-2021-20038,Blocked,SonicWall SMA100 Stack - Buffer Overflow/Remote Code Execution,critical,9.8,CWE-787,"cve,cve2021,overflow,rce,sonicwall,kev"
CVE-2021-35464,Blocked,ForgeRock OpenAM <7.0 - Remote Code Execution,critical,9.8,CWE-502,"cve,cve2021,openam,rce,java,kev,cisa,packetstorm"
CVE-2018-17431,Blocked,Comodo Unified Threat Management Web Console - Remote Code Execution,critical,9.8,CWE-287,"cve2018,comodo,rce,edb,cve"
CVE-2021-25296,Not Blocked,Nagios XI versions 5.5.6 to 5.7.5 - Command Injection,high,8.8,CWE-78,"rce,oast,authenticated,msf,cve,cve2021,nagiosxi,kev"
CVE-2022-21587,Partial block (66.66666666666666%),Oracle EBS Unauthenticated - Remote Code Execution,critical,9.8,None,"cve,cve2022,rce,oast,intrusive,oracle,ebs,unauth,kev"
CVE-2018-18925,Blocked,Gogs (Go Git Service) 0.11.66 - Remote Code Execution,critical,9.8,CWE-384,"gogs,lfi,rce,vulhub,cve,cve2018"
CVE-2012-1823,Blocked,PHP CGI v5.3.12/5.4.2 Remote Code Execution,critical,None,None,"cve2012,kev,vulhub,rce,php,cve"
CVE-2020-24579,Blocked,D-Link DSL 2888a - Authentication Bypass/Remote Command Execution,high,8.8,CWE-287,"cve,cve2020,dlink,rce"
CVE-2021-22205,Not Blocked,GitLab CE/EE - Remote Code Execution,critical,10,CWE-20,"kev,hackerone,cve,cve2021,gitlab,rce"
CVE-2022-2487,Blocked,Wavlink WN535K2/WN535K3 - OS Command Injection,critical,9.8,CWE-78,"cve,cve2022,iot,wavlink,router,rce,oast"
CVE-2022-2488,Blocked,Wavlink WN535K2/WN535K3 - OS Command Injection,critical,9.8,CWE-78,"cve,cve2022,iot,wavlink,router,rce,oast"
CVE-2020-9047,Not Blocked,exacqVision Web Service - Remote Code Execution,high,7.2,CWE-347,"cve,cve2020,rce,exacqvision"
CVE-2015-4050,Not Blocked,Symfony - Authentication Bypass,high,None,None,"cve,cve2015,symfony,rce"
CVE-2020-8654,Not Blocked,EyesOfNetwork 5.1-5.3 - SQL Injection/Remote Code Execution,high,8.8,CWE-78,"cisa,eyesofnetwork,rce,authenticated,msf,cve,cve2020"
CVE-2021-21307,Partial block (66.66666666666666%),Lucee Admin - Remote Code Execution,critical,9.8,CWE-862,"cve,cve2021,rce,lucee,adobe"
CVE-2017-9822,Blocked,DotNetNuke 5.0.0 - 9.3.0 - Cookie Deserialization Remote Code Execution,high,8.8,CWE-20,"cve,cve2017,dotnetnuke,bypass,rce,deserialization,kev"
CVE-2019-7238,Blocked,Sonatype Nexus Repository Manager  <3.15.0 - Remote Code Execution,critical,9.8,None,"cve,cve2019,nexus,rce,kev"
CVE-2020-17505,Blocked,Artica Web Proxy 4.30 - OS Command Injection,high,8.8,CWE-78,"proxy,packetstorm,cve,cve2020,rce,artica"
CVE-2021-24284,Partial block (50.0%),WordPress Kaswara Modern VC Addons <=3.0.1 - Arbitrary File Upload,critical,9.8,CWE-434,"intrusive,unauth,fileupload,wpscan,cve,wordpress,wp-plugin,rce,cve2021,wp"
CVE-2022-30525,Blocked,Zyxel Firewall - OS Command Injection,critical,9.8,CWE-78,"zyxel,cve,cve2022,firewall,unauth,kev,msf,rce"
CVE-2016-1555,Blocked,NETGEAR WNAP320 Access Point Firmware - Remote Command Injection,critical,9.8,CWE-77,"netgear,rce,oast,router,kev,seclists,cve,cve2016"
CVE-2021-31805,Not Blocked,Apache Struts2 S2-062 - Remote Code Execution,critical,9.8,CWE-917,"cve,cve2021,apache,rce,struts,struts2"
CVE-2015-7450,Blocked,IBM WebSphere Java Object Deserialization - Remote Code Execution,critical,9.8,CWE-94,"cve,cve2015,websphere,deserialization,rce,oast,ibm,java,kev"
CVE-2017-12615,Blocked,Apache Tomcat Servers - Remote Code Execution,high,8.1,CWE-434,"rce,tomcat,kev,cisa,vulhub,cve,cve2017,apache,fileupload"
CVE-2021-30128,Not Blocked,Apache OFBiz <17.12.07 - Arbitrary Code Execution,critical,9.8,CWE-502,"cve,cve2021,apache,ofbiz,deserialization,rce"
CVE-2020-11978,Partial block (33.33333333333333%),Apache Airflow <=1.10.10 - Remote Code Execution,high,8.8,CWE-77,"cve,cve2020,apache,airflow,rce,kev"
CVE-2021-1498,Blocked,Cisco HyperFlex HX Data Platform - Remote Command Execution,critical,9.8,CWE-78,"kev,packetstorm,cve,cve2021,cisco,rce,oast,mirai"
CVE-2020-13167,Partial block (50.0%),Netsweeper <=6.4.3 - Python Code Injection,critical,9.8,CWE-78,"cve,cve2020,netsweeper,rce,python,webadmin"
CVE-2021-3577,Blocked,Motorola Baby Monitors - Remote Command Execution,high,8.8,CWE-863,"cve,cve2021,rce,oast,motorola,iot"
CVE-2015-3648,Blocked,ResourceSpace - Local File inclusion,high,None,None,"lfi,resourcespace,packetstorm,cve,cve2015"
CVE-2021-21985,Not Blocked,VMware vSphere Client (HTML5) - Remote Code Execution,critical,9.8,CWE-20,"cve,cve2021,rce,vsphere,vmware,kev"
CVE-2022-31814,Not Blocked,pfSense pfBlockerNG <=2.1..4_26 - OS Command Injection,critical,9.8,None,"cve,cve2022,pfsense,pfblockerng,rce,oast"
CVE-2018-2894,Partial block (50.0%),Oracle WebLogic Server - Remote Code Execution,critical,9.8,None,"cve2018,oracle,weblogic,rce,vulhub,cve"
CVE-2019-19824,Blocked,TOTOLINK Realtek SD Routers - Remote Command Injection,high,8.8,CWE-78,"cve,cve2019,totolink,rce,router"
CVE-2018-1273,Blocked,Spring Data Commons - Remote Code Execution,critical,9.8,CWE-20,"cve,cve2018,vmware,rce,spring,kev"
CVE-2021-20837,Not Blocked,MovableType - Remote Command Injection,critical,9.8,CWE-78,"cve,cve2021,rce,movable"
CVE-2020-9054,Blocked,Zyxel NAS Firmware 5.21- Remote Code Execution,critical,9.8,CWE-78,"cve,cve2020,rce,zyxel,injection,kev"
CVE-2020-15505,Blocked,MobileIron Core & Connector <= v10.6 & Sentry <= v9.8 - Remote Code Execution,critical,9.8,None,"cve,cve2020,mobileiron,rce,sentry,kev"
CVE-2021-32819,Blocked,Nodejs Squirrelly - Remote Code Execution,high,8.8,None,"cve,cve2021,nodejs,rce,oast"
CVE-2021-41282,Not Blocked,pfSense - Arbitrary File Write,high,8.8,CWE-94,"cve,cve2021,pfsense,rce,authenticated"
CVE-2021-32305,Blocked,Websvn <2.6.1 - Remote Code Execution,critical,9.8,CWE-78,"cve,cve2021,websvn,rce,oast,packetstorm"
CVE-2009-1151,Blocked,PhpMyAdmin Scripts - Remote Code Execution,critical,10,CWE-77,"deserialization,kev,vulhub,cve,cve2009,phpmyadmin,rce"
CVE-2020-25506,Blocked,D-Link DNS-320 - Unauthenticated Remote Code Execution,critical,9.8,CWE-78,"cve,cve2020,dlink,rce,oast,mirai,unauth,router,kev"
CVE-2020-6207,Not Blocked,SAP Solution Manager 7.2 - Remote Command Execution,critical,9.8,CWE-306,"cve,cve2020,sap,solman,rce,kev"
CVE-2019-17270,Blocked,Yachtcontrol Webapplication 1.0 - Remote Command Injection,critical,9.8,CWE-78,"rce,yachtcontrol,cve,cve2019,edb,packetstorm"
CVE-2021-21978,Blocked,VMware View Planner <4.6 SP1- Remote Code Execution,critical,9.8,CWE-434,"cve,cve2021,vmware,rce,packetstorm,fileupload,intrusive"
CVE-2022-35405,Blocked,Zoho ManageEngine - Remote Code Execution,critical,9.8,None,"cve,cve2022,rce,zoho,passwordmanager,deserialization,unauth,msf,kev"
CVE-2022-37042,Partial block (50.0%),Zimbra Collaboration Suite 8.8.15/9.0 - Remote Code Execution,critical,9.8,CWE-287,"cve,cve2022,zimbra,rce,unauth,kev"
CVE-2021-1497,Blocked,Cisco HyperFlex HX Data Platform - Remote Command Execution,critical,9.8,CWE-78,"cisco,rce,oast,kev,packetstorm,cve,cve2021"
CVE-2017-12611,Blocked,Apache Struts2 S2-053 - Remote Code Execution,critical,9.8,CWE-20,"cve,cve2017,apache,rce,struts"
CVE-2021-41951,Blocked,Resourcespace - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2021,xss,resourcespace"
CVE-2020-26919,Blocked,NETGEAR ProSAFE Plus - Unauthenticated Remote Code Execution,critical,9.8,None,"cve,cve2020,netgear,rce,oast,router,unauth,kev"
CVE-2021-40870,Partial block (50.0%),Aviatrix Controller 6.x before 6.5-1804.1922 Remote Command Execution,critical,9.8,CWE-434,"cve,cve2021,rce,aviatrix,kev,fileupload,intrusive"
CVE-2017-9805,Blocked,Apache Struts2 S2-052 - Remote Code Execution,high,8.1,CWE-502,"cve,cve2017,apache,rce,struts,kev"
CVE-2012-3153,Partial block (50.0%),Oracle Forms & Reports RCE (CVE-2012-3152 & CVE-2012-3153),critical,None,None,"cve,cve2012,oracle,rce,edb"
