cve,blocked,name,severity,cvss-score,cwe-id,tags
CVE-2019-2578,Blocked,Oracle Fusion Middleware WebCenter Sites 12.2.1.3.0  - Broken Access Control,high,8.6,None,"cve,cve2019,oracle,wcs,auth-bypass"
CVE-2021-3297,Not Blocked,Zyxel NBG2105 V1.00(AAGU.2)C0 - Authentication Bypass,high,7.8,CWE-287,"cve,cve2021,zyxel,auth-bypass,router"
CVE-2020-17526,Not Blocked,Apache Airflow < 1.10.14 - Authentication Bypass,high,7.7,None,"cve,cve2020,apache,airflow,auth-bypass"
CVE-2022-29007,Partial block (50.0%),Dairy Farm Shop Management System 1.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,sqli,auth-bypass,edb"
CVE-2022-29006,Partial block (50.0%),Directory Management System 1.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,sqli,auth-bypass,edb"
CVE-2019-18818,Blocked,strapi CMS <3.0.0-beta.17.5 - Admin Password Reset,critical,9.8,CWE-640,"cve2019,strapi,auth-bypass,intrusive,edb,cve"
CVE-2018-9995,Not Blocked,TBK DVR4104/DVR4216 Devices - Authentication Bypass,critical,9.8,None,"cve,cve2018,auth-bypass,tbk,edb"
CVE-2017-12542,Not Blocked,HPE Integrated Lights-out 4 (ILO4) <2.53 - Authentication Bypass,critical,10,None,"ilo4,hpe,auth-bypass,edb,cve,cve2017"
CVE-2022-33174,Not Blocked,Powertek Firmware <3.30.30 - Authorization Bypass,high,7.5,CWE-863,"cve,cve2022,powertek,auth-bypass"
CVE-2021-31602,Not Blocked,Hitachi Vantara Pentaho/Business Intelligence Server - Authentication Bypass,high,7.5,CWE-863,"spring,seclists,cve,cve2021,pentaho,auth-bypass"
CVE-2018-1000226,Not Blocked,Cobbler - Authentication Bypass,critical,9.8,CWE-732,"cve,cve2018,cobbler,auth-bypass"
CVE-2017-7921,Not Blocked,Hikvision - Authentication Bypass,critical,10,CWE-287,"cve,cve2017,auth-bypass,hikvision"
CVE-2018-8715,Not Blocked,AppWeb Authentication Bypass vulnerability,high,8.1,CWE-287,"cve,cve2018,appweb,auth-bypass"
CVE-2021-29441,Not Blocked,Nacos <1.4.1 - Authentication Bypass,critical,9.8,CWE-290,"nacos,auth-bypass,cve,cve2021"
CVE-2020-7136,Not Blocked,HPE Smart Update Manager < 8.5.6 - Remote Unauthorized Access,critical,9.8,CWE-288,"cve,cve2020,hp,auth-bypass,hpe,tenable"
CVE-2022-1040,Blocked,Sophos Firewall <=18.5 MR3 - Remote Code Execution,critical,9.8,CWE-287,"cve,cve2022,sophos,firewall,auth-bypass,rce,kev"
CVE-2020-10148,Partial block (50.0%),SolarWinds Orion API - Auth Bypass,critical,9.8,CWE-287,"cve,cve2020,solarwinds,rce,auth-bypass,kev"
