cve,blocked,name,severity,cvss-score,cwe-id,tags
CVE-2022-0788,Blocked,WordPress WP Fundraising Donation and Crowdfunding Platform <1.5.0 - SQL Injection,critical,9.8,CWE-89,"cve,sqli,wordpress,wp-plugin,cve2022,wp,wp-fundraising-donation,unauth,wpscan"
CVE-2022-32022,Partial block (50.0%),Car Rental Management System 1.0 - SQL Injection,high,7.2,CWE-89,"cve,cve2022,carrental,cms,sqli,login-bypass"
CVE-2021-37538,Blocked,PrestaShop SmartBlog <4.0.6- SQL Injection,critical,9.8,CWE-89,"cve,cve2021,prestashop,smartblog,sqli"
CVE-2022-0349,Blocked,WordPress NotificationX <2.3.9 - SQL Injection,critical,9.8,CWE-89,"cve2022,wordpress,wp-plugin,wp,sqli,notificationx,wpscan,cve"
CVE-2020-14092,Blocked,WordPress PayPal Pro <1.1.65 - SQL Injection,critical,9.8,CWE-89,"wp-plugin,sqli,paypal,wpscan,cve,cve2020,wordpress"
CVE-2020-35848,Blocked,Agentejo Cockpit <0.12.0 - NoSQL Injection,critical,9.8,CWE-89,"cve,cve2020,nosqli,sqli,cockpit,injection"
CVE-2022-29007,Partial block (50.0%),Dairy Farm Shop Management System 1.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,sqli,auth-bypass,edb"
CVE-2020-36112,Blocked,CSE Bookstore 1.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2020,sqli,cse,edb,tenable"
CVE-2020-9483,Blocked,SkyWalking SQLI,high,7.5,CWE-89,"cve,cve2020,sqli,skywalking"
CVE-2022-32018,Blocked,Complete Online Job Search System 1.0 - SQL Injection,high,7.2,CWE-89,"cve,cve2022,sqli"
CVE-2020-9402,Blocked,Django SQL Injection,high,8.8,CWE-89,"cve,cve2020,django,sqli,vulhub"
CVE-2015-7297,Blocked,Joomla! Core SQL Injection,high,None,None,"cve,cve2015,joomla,sqli"
CVE-2022-2467,Blocked,Garage Management System 1.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,sourcecodester,garagemanagementsystem,sqli"
CVE-2022-1883,Blocked,Terraboard <2.2.0 - SQL Injection,high,8.8,CWE-89,"cve,cve2022,terraboard,sqli,huntr"
CVE-2019-7481,Blocked,SonicWall SRA 4600 VPN - SQL Injection,high,7.5,CWE-89,"cve,cve2019,sonicwall,sqli,kev"
CVE-2022-28079,Blocked,College Management System 1.0 - SQL Injection,high,8.8,CWE-89,"cve,cve2022,sqli,cms,collegemanagement"
CVE-2021-42258,Partial block (50.0%),BillQuick Web Suite SQL Injection,critical,9.8,CWE-89,"cve,cve2021,sqli,billquick,kev"
CVE-2022-29009,Partial block (50.0%),Cyber Cafe Management System 1.0 - SQL Injection,critical,9.8,CWE-89,"cve2022,sqli,auth-bypass,edb,cve"
CVE-2021-41649,Blocked,PuneethReddyHC Online Shopping System homeaction.php SQL Injection,critical,9.8,CWE-89,"cve,cve2021,sqli,injection"
CVE-2022-32015,Blocked,Complete Online Job Search System 1.0 - SQL Injection,high,7.2,CWE-89,"cve,cve2022,sqli,jobsearch"
CVE-2021-44427,Blocked,Rosario Student Information System Unauthenticated SQL Injection,critical,9.8,CWE-89,"cve,cve2021,sqli,rosariosis"
CVE-2020-35846,Blocked,Agentejo Cockpit < 0.11.2 - NoSQL Injection,critical,9.8,CWE-89,"cve,cve2020,nosqli,sqli,cockpit,injection"
CVE-2022-0826,Blocked,WP Video Gallery <= 1.7.1 - Unauthenticated SQLi,critical,9.8,CWE-89,"cve2022,wp-plugin,wpscan,cve,wordpress,wp,sqli,wp-video-gallery-free,unauth"
CVE-2020-21012,Blocked,Sourcecodester Hotel and Lodge Management System 2.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2020,hotel,sqli,unauth"
CVE-2020-22208,Blocked,74cms - ajax_street.php 'x' SQL Injection,critical,9.8,CWE-89,"cve,cve2020,74cms,sqli"
CVE-2021-37589,Partial block (66.66666666666666%),Virtua Software Cobranca <12R - Blind SQL Injection,high,7.5,CWE-89,"cve,cve2021,virtua,sqli"
CVE-2022-0781,Blocked,WordPress Nirweb Support <2.8.2 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,wordpress,wp-plugin,wp,sqli,wpscan,nirweb-support,unauth"
CVE-2020-10546,Blocked,rConfig 3.9.4 - SQL Injection,critical,9.8,"CWE-89,CWE-522","cve,cve2020,rconfig,sqli"
CVE-2021-41691,Blocked,openSIS Student Information System 8.0 SQL Injection,high,None,None,"sqli,auth,edb,cve,cve2021,opensis"
CVE-2020-6637,Blocked,OpenSIS 7.3 - SQL Injection,critical,9.8,CWE-89,"cve,cve2020,sqli,opensis"
CVE-2021-24285,Blocked,WordPress Car Seller - Auto Classifieds Script - SQL Injection,critical,9.8,CWE-89,"cve2021,wordpress,wp-plugin,sqli,wpscan,cve"
CVE-2020-5307,Blocked,PHPGurukul Dairy Farm Shop Management System 1.0 - SQL Injection,critical,9.8,CWE-89,"sqli,edb,cve,cve2020"
CVE-2022-4050,Blocked,JoomSport < 5.2.8 - Unauthenticated SQLi,critical,9.8,CWE-89,"wpscan,cve,cve2022,wp-plugin,wp,joomsport-sports-league-results-management,wordpress,sqli,unauth"
