cve,blocked,name,severity,cvss-score,cwe-id,tags
CVE-2022-32028,Blocked,Car Rental Management System 1.0 - SQL Injection,high,7.2,CWE-89,"cve,cve2022,carrental,cms,sqli,authenticated"
CVE-2018-1000129,Blocked,Jolokia 1.3.7 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2018,jolokia,xss"
CVE-2022-0784,Blocked,WordPress Title Experiments Free <9.0.1 - SQL Injection,critical,9.8,CWE-89,"cve,wpscan,wp-plugin,wp,sqli,wp-experiments-free,unauth,cve2022,wordpress"
CVE-2010-1352,Blocked,Joomla! Component Juke Box 1.7 - Local File Inclusion,high,None,None,"cve,cve2010,joomla,lfi,edb,packetstorm"
CVE-2016-0957,Not Blocked,Adobe AEM Dispatcher <4.15 - Rules Bypass,high,7.5,None,"cve,cve2016,adobe,aem"
CVE-2017-17451,Blocked,WordPress Mailster <=1.5.4 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2017,wordpress,xss,wp-plugin,packetstorm"
CVE-2020-16846,Blocked,SaltStack <=3002 - Shell Injection,critical,9.8,CWE-78,"vulhub,cve,cve2020,saltstack,kev"
CVE-2014-9444,Blocked,Frontend Uploader <= 0.9.2 - Cross-Site Scripting,medium,None,None,"wp-plugin,xss,wpscan,packetstorm,cve,cve2014,wordpress,unauth"
CVE-2020-8813,Not Blocked,Cacti v1.2.8 - Remote Code Execution,high,8.8,CWE-78,"cve,cve2020,cacti,rce,oast"
CVE-2010-0972,Blocked,Joomla! Component com_gcalendar Suite 2.1.5 - Local File Inclusion,high,None,None,"edb,cve,cve2010,joomla,lfi"
CVE-2022-3484,Blocked,WordPress WPB Show Core - Cross-Site Scripting,medium,6.1,CWE-79,"wpscan,cve,cve2022,wp-plugin,wp,wordpress,xss,wpb-show-core"
CVE-2021-21800,Blocked,Advantech R-SeeNet 2.4.12 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2021,xss,r-seenet"
CVE-2021-43496,Not Blocked,Clustering Local File Inclusion,high,7.5,CWE-22,"cve,cve2021,lfi,clustering"
CVE-2020-24550,Blocked,EpiServer Find <13.2.7 - Open Redirect,medium,6.1,CWE-601,"cve,cve2020,redirect,episerver"
CVE-2022-0271,Blocked,LearnPress <4.1.6 - Cross-Site Scripting,medium,6.1,CWE-79,"wp,wp-plugin,wordpress,cve,cve2022,learnpress,wpscan,xss"
CVE-2014-8799,Blocked,WordPress Plugin DukaPress 2.5.2 - Directory Traversal,high,None,None,"cve,cve2014,wordpress,wp-plugin,lfi,edb"
CVE-2015-6477,Blocked,Nordex NC2  - Cross-Site Scripting,medium,None,None,"xss,iot,nordex,nc2,seclists,cve,cve2015"
CVE-2022-26564,Blocked,HotelDruid Hotel Management Software 3.0.3 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2022,hoteldruid,xss"
CVE-2018-10818,Blocked,LG NAS Devices - Remote Code Execution,critical,None,None,"cve,cve2018,lg-nas,rce,oast,injection"
CVE-2018-14013,Blocked,Synacor Zimbra Collaboration Suite Collaboration <8.8.11 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2018,xss,zimbra"
CVE-2022-1883,Blocked,Terraboard <2.2.0 - SQL Injection,high,8.8,CWE-89,"cve,cve2022,terraboard,sqli,huntr"
CVE-2022-30489,Blocked,Wavlink WN-535G3 - Cross-Site Scripting,medium,6.1,CWE-79,"xss,cve2022,wavlink,cve,router,iot"
CVE-2022-0781,Blocked,WordPress Nirweb Support <2.8.2 - SQL Injection,critical,9.8,CWE-89,"cve,cve2022,wordpress,wp-plugin,wp,sqli,wpscan,nirweb-support,unauth"
CVE-2022-45362,Not Blocked,Paytm Payment Gateway Plugin <= 2.7.0 Server Side Request Forgery (SSRF),high,7.2,None,"cve,cve2022,ssrf,wordpress,wp-plugin,wp,paytm-payments,unauth,oast,paytm"
CVE-2016-1000137,Blocked,WordPress Hero Maps Pro 2.1.0 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2016,wordpress,xss,wp-plugin,maps"
CVE-2016-1000134,Blocked,WordPress HDW Video Gallery <=1.2 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2016,wordpress,xss,wp-plugin"
CVE-2018-10562,Blocked,Dasan GPON Devices - Remote Code Execution,critical,9.8,CWE-78,"cve,cve2018,dasan,gpon,rce,oast,kev"
CVE-2020-23517,Blocked,Aryanic HighMail (High CMS) - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2020,xss,cms,highmail,aryanic"
CVE-2021-39226,Not Blocked,Grafana Snapshot - Authentication Bypass,high,7.3,CWE-287,"cve,cve2021,grafana,kev"
CVE-2021-25118,Not Blocked,Yoast SEO < 17.3 - Path Disclosure,medium,5.3,CWE-200,"wpscan,wordpress,cve2021,wp-plugin,fpd,cve,wp"
CVE-2018-16059,Blocked,WirelessHART Fieldgate SWG70 3.0 - Local File Inclusion,medium,5.3,CWE-22,"cve,cve2018,iot,lfi,edb"
CVE-2020-35598,Blocked,Advanced Comment System 1.0 - Local File Inclusion,high,7.5,CWE-22,"acs,edb,seclists,cve,cve2020,lfi"
CVE-2020-9757,Blocked,Craft CMS < 3.3.0 - Server-Side Template Injection,critical,9.8,CWE-74,"cve,cve2020,ssti"
CVE-2010-1957,Blocked,Joomla! Component Love Factory 1.3.4 - Local File Inclusion,high,None,None,"lfi,edb,packetstorm,cve,cve2010,joomla"
CVE-2020-21012,Blocked,Sourcecodester Hotel and Lodge Management System 2.0 - SQL Injection,critical,9.8,CWE-89,"cve,cve2020,hotel,sqli,unauth"
CVE-2019-13396,Not Blocked,FlightPath - Local File Inclusion,medium,5.3,CWE-22,"cve,cve2019,flightpath,lfi,edb"
CVE-2020-14408,Blocked,Agentejo Cockpit 0.10.2 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2020,cockpit,agentejo,xss,oss"
CVE-2018-18264,Not Blocked,Kubernetes Dashboard <1.10.1 - Authentication Bypass,high,7.5,CWE-306,"cve,cve2018,kubernetes,k8s,auth-bypass"
CVE-2020-29453,Not Blocked,"Jira Server Pre-Auth - Arbitrary File Retrieval (WEB-INF, META-INF)",medium,5.3,CWE-22,"cve,cve2020,atlassian,jira,lfi"
CVE-2022-0378,Blocked,Microweber Cross-Site Scripting,medium,5.4,CWE-79,"cve,cve2022,microweber,xss,huntr"
CVE-2010-2045,Blocked,Joomla! Component FDione Form Wizard 1.0.2 - Local File Inclusion,high,None,None,"cve,cve2010,joomla,lfi,edb,packetstorm"
CVE-2020-8115,Blocked,Revive Adserver <=5.0.3 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2020,xss,hackerone"
CVE-2014-4210,Blocked,Oracle Weblogic - SSRF in SearchPublicRegistries.jsp,medium,None,None,"cve,cve2014,weblogic,oracle,ssrf,oast"
CVE-2022-33119,Blocked,NUUO NVRsolo Video Recorder 03.06.02 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2022,nvrsolo,xss"
CVE-2017-1000486,Blocked,Primetek Primefaces 5.x - Remote Code Execution,critical,9.8,CWE-326,"cve,cve2017,primetek,rce,injection,kev"
CVE-2022-0785,Blocked,WordPress Daily Prayer Time <2022.03.01 - SQL Injection,critical,9.8,CWE-89,"sqli,wordpress,wp-plugin,unauth,daily-prayer-time-for-mosques,wpscan,cve,cve2022,wp"
CVE-2018-1000533,Not Blocked,GitList < 0.6.0 Remote Code Execution,critical,9.8,CWE-20,"git,cve,cve2018,gitlist,vulhub,rce"
CVE-2018-15745,Blocked,Argus Surveillance DVR 4.0.0.0 - Local File Inclusion,high,7.5,CWE-22,"packetstorm,edb,cve,cve2018,argussurveillance,lfi,dvr"
CVE-2021-34621,Partial block (66.66666666666666%),WordPress ProfilePress  3.0.0-3.1.3 - Admin User Creation Weakness,critical,9.8,CWE-269,"wordpress,wp-plugin,packetstorm,cve,cve2021"
CVE-2021-40875,Not Blocked,Gurock TestRail Application files.md5 Exposure,high,7.5,CWE-863,"cve,cve2021,exposure,gurock,testrail"
CVE-2021-1472,Blocked,Cisco Small Business RV Series - OS Command Injection,critical,9.8,CWE-287,"auth-bypass,injection,packetstorm,cve,cve2021,cisco,rce,intrusive"
CVE-2009-0932,Blocked,Horde/Horde Groupware - Local File Inclusion,high,8.6,CWE-22,"cve,cve2009,horde,lfi,traversal,edb"
CVE-2007-4556,Blocked,OpenSymphony XWork/Apache Struts2 - Remote Code Execution,critical,None,None,"cve,cve2007,apache,rce,struts"
CVE-2020-6287,Not Blocked,SAP NetWeaver AS JAVA 7.30-7.50 - Remote Admin Addition,critical,10,CWE-306,"cve,cve2020,sap,kev,cisa"
CVE-2021-31862,Blocked,SysAid 20.4.74 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2021,xss,sysaid"
CVE-2018-18777,Blocked,Microstrategy Web 7 - Local File Inclusion,medium,4.3,CWE-22,"traversal,edb,packetstorm,cve,cve2018,microstrategy,lfi"
CVE-2008-6668,Blocked,nweb2fax <=0.2.7 - Local File Inclusion,high,8.6,CWE-22,"cve2008,nweb2fax,lfi,traversal,edb,cve"
CVE-2021-25646,Blocked,Apache Druid - Remote Code Execution,high,8.8,CWE-732,"cve,cve2021,apache,rce,druid"
CVE-2010-4282,Blocked,phpShowtime 2.0 - Directory Traversal,high,None,None,"phpshowtime,edb,cve,cve2010,lfi,joomla"
CVE-2018-0296,Blocked,Cisco ASA - Local File Inclusion,high,7.5,CWE-22,"edb,cve,cve2018,cisco,lfi,traversal,asa,kev"
CVE-2015-2068,Blocked,Magento Server Mass Importer - Cross-Site Scripting,medium,None,None,"plugin,edb,packetstorm,cve,cve2015,magento,magmi,xss"
CVE-2022-24681,Not Blocked,ManageEngine ADSelfService Plus <6121 - Stored Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2022,manageengine,xss,authenticated"
CVE-2021-24237,Blocked,WordPress Realteo <=1.2.3 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2021,realteo,xss,wordpress,plugin,wpscan"
CVE-2005-2428,Not Blocked,Lotus Domino R5 and R6 WebMail - Information Disclosure,medium,5.3,CWE-200,"domino,edb,cve,cve2005"
CVE-2021-45422,Blocked,Reprise License Manager 14.2 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2021,reprise,xss,seclists"
CVE-2018-12675,Blocked,SV3C HD Camera L Series - Open Redirect,medium,6.1,CWE-601,"cve,cve2018,redirect,sv3c,camera,iot"
CVE-2020-13258,Blocked,Contentful <=2020-05-21 - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2020,contentful,xss"
CVE-2022-0786,Blocked,WordPress KiviCare <2.3.9 - SQL Injection,critical,9.8,CWE-89,"sqli,kivicare-clinic-management-system,unauth,wordpress,wp-plugin,wp,cve,cve2022,wpscan"
CVE-2021-32682,Not Blocked,elFinder 2.1.58 - Remote Code Execution,critical,9.8,"CWE-22,CWE-78,CWE-918","cve,cve2021,elfinder,misconfig,rce,oss"
CVE-2021-20167,Blocked,Netgear RAX43 1.0.3.96 - Command Injection/Authentication Bypass Buffer Overrun,high,8,CWE-77,"tenable,cve,cve2021,netgear,rce,router"
CVE-2022-2187,Blocked,WordPress Contact Form 7 Captcha <0.1.2 - Cross-Site Scripting,medium,6.1,CWE-79,"wpscan,cve,cve2022,wordpress,xss,wp-plugin,wp"
CVE-2022-31268,Blocked,Gitblit 1.9.3 - Local File Inclusion,high,7.5,CWE-22,"cve,cve2022,lfi,gitblit"
CVE-2015-4414,Blocked,WordPress SE HTML5 Album Audio Player 1.1.0 - Directory Traversal,high,None,None,"cve,cve2015,wordpress,wp-plugin,lfi,edb,packetstorm"
CVE-2022-1390,Blocked,WordPress Admin Word Count Column 2.2 - Local File Inclusion,critical,9.8,CWE-22,"packetstorm,wpscan,cve,cve2022,wordpress,wp-plugin,lfi,wp"
CVE-2020-5775,Blocked,Canvas LMS Unauthenticated Blind SSRF,medium,5.8,CWE-918,"cve,cve2020,ssrf,oast,blind,tenable"
CVE-2014-4558,Blocked,WooCommerce Swipe <= 2.7.1 - Cross-Site Scripting,medium,6.1,CWE-79,"wpscan,cve,cve2014,wordpress,wp-plugin,xss,woocommerce,unauth"
CVE-2020-9484,Blocked,Apache Tomcat Remote Command Execution,high,7,CWE-502,"rce,packetstorm,cve,cve2020,apache,tomcat"
CVE-2019-11869,Partial block (50.0%),WordPress Yuzo <5.12.94 - Cross-Site Scripting,medium,6.1,CWE-79,"wpscan,cve,cve2019,wordpress,wp-plugin,xss"
CVE-2022-1168,Blocked,JobSearch < 1.5.1 - Cross-Site Scripting,medium,6.1,CWE-79,"wp-jobsearch"",wpscan,cve,cve2022,wp-plugin,wp,wordpress,xss"
CVE-2019-20183,Blocked,Simple Employee Records System 1.0 - Unrestricted File Upload,high,7.2,CWE-434,"edb,cve,cve2019,rce,intrusive,fileupload"
CVE-2021-3577,Blocked,Motorola Baby Monitors - Remote Command Execution,high,8.8,CWE-863,"cve,cve2021,rce,oast,motorola,iot"
CVE-2022-0885,Not Blocked,Member Hero <= 1.0.9 - Unauthenticated Remote Code Execution,critical,9.8,CWE-94,"unauth,wpscan,wp-plugin,rce,wp,wordpress,member-hero,cve,cve2022"
CVE-2021-41649,Blocked,PuneethReddyHC Online Shopping System homeaction.php SQL Injection,critical,9.8,CWE-89,"cve,cve2021,sqli,injection"
CVE-2022-0817,Blocked,WordPress BadgeOS <=3.7.0 - SQL Injection,critical,9.8,CWE-89,"cve2022,wp,unauth,sqli,cve,wp-plugin,badgeos,wpscan,wordpress"
CVE-2019-20224,Partial block (50.0%),Pandora FMS 7.0NG - Remote Command Injection,high,8.8,CWE-78,"pandorafms,rce,cve,cve2019,authenticated,oast"
CVE-2021-41951,Blocked,Resourcespace - Cross-Site Scripting,medium,6.1,CWE-79,"cve,cve2021,xss,resourcespace"
CVE-2014-4513,Blocked,ActiveHelper LiveHelp Server 3.1.0 - Cross-Site Scripting,medium,None,None,"cve,cve2014,wordpress,xss,wp-plugin"
